ID_Pregunta,Pregunta,Sistema,Fuente_Evaluada,Evaluador,Consistencia_Silogistica_J2,Fidelidad_Juridica_J2,Complejidad_J2,Observacion_Metodologica
57,"En un contrato bilateral, ¿qué condiciones deben concurrir para invocar válidamente la excepción de contrato no cumplido?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
57,"En un contrato bilateral, ¿qué condiciones deben concurrir para invocar válidamente la excepción de contrato no cumplido?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,5,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
58,¿Cómo se distingue entre imposibilidad sobreviniente y simple dificultad económica en el cumplimiento de una obligación contractual?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,5,5,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
58,¿Cómo se distingue entre imposibilidad sobreviniente y simple dificultad económica en el cumplimiento de una obligación contractual?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,5,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
59,"Si una parte alega fuerza mayor por hechos previsibles pero irresistibles, ¿qué examen jurídico debe hacerse para determinar si realmente se exonera de responsabilidad?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
59,"Si una parte alega fuerza mayor por hechos previsibles pero irresistibles, ¿qué examen jurídico debe hacerse para determinar si realmente se exonera de responsabilidad?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
60,"En un contrato civil de larga duración, ¿puede la alteración extraordinaria de circunstancias justificar adaptación o terminación, y bajo qué presupuestos argumentativos?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
60,"En un contrato civil de larga duración, ¿puede la alteración extraordinaria de circunstancias justificar adaptación o terminación, y bajo qué presupuestos argumentativos?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
61,"¿Qué valor tienen los borradores, minutas y comunicaciones precontractuales para interpretar una cláusula ambigua del contrato definitivo?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
62,"Si una cláusula indica que el incumplimiento será determinado “a juicio razonable” de una de las partes, ¿cómo se controla jurídicamente esa discrecionalidad?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
63,¿Cómo se articula la responsabilidad precontractual cuando una parte rompe negociaciones avanzadas luego de haber generado confianza legítima en la celebración del contrato?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
63,¿Cómo se articula la responsabilidad precontractual cuando una parte rompe negociaciones avanzadas luego de haber generado confianza legítima en la celebración del contrato?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
64,"En un contrato de transporte civil entre particulares, ¿qué criterios permiten imputar responsabilidad por pérdida parcial de la cosa transportada cuando hubo embalaje defectuoso del remitente?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
64,"En un contrato de transporte civil entre particulares, ¿qué criterios permiten imputar responsabilidad por pérdida parcial de la cosa transportada cuando hubo embalaje defectuoso del remitente?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
65,¿Qué efectos genera la cesión de un crédito litigioso cuando el deudor no fue oportunamente notificado y paga al acreedor original?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
65,¿Qué efectos genera la cesión de un crédito litigioso cuando el deudor no fue oportunamente notificado y paga al acreedor original?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,5,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
66,¿Cómo debe analizarse una cesión de posición contractual cuando el contrato base guarda silencio sobre su posibilidad?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
67,"Si un contrato de arras no aclara si estas son confirmatorias, penitenciales o penales, ¿qué criterios permiten calificar su naturaleza jurídica?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
68,¿Cómo se evalúa la eficacia de una cláusula de renovación automática cuando no establece mecanismo claro de oposición ni plazo razonable para manifestarla?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,3,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
69,"En un contrato de sociedad civil irregular, ¿qué problemas jurídicos surgen para determinar aportes, distribución de utilidades y responsabilidad entre asociados?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
70,¿Cuándo la aceptación tardía de una oferta puede entenderse como nueva oferta y no como perfeccionamiento del contrato originalmente propuesto?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
71,"Si una parte envía aceptación con modificaciones menores, ¿cómo se determina si hubo contraoferta o consentimiento suficiente sobre lo esencial?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
72,¿Cómo se interpreta una cláusula que obliga a “hacer los mejores esfuerzos” sin definir indicadores objetivos de diligencia?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
72,¿Cómo se interpreta una cláusula que obliga a “hacer los mejores esfuerzos” sin definir indicadores objetivos de diligencia?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
73,"En un contrato de corretaje, ¿cuándo nace el derecho del corredor a remuneración si su intervención fue indirecta o solo facilitó acercamientos preliminares?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
74,¿Qué relevancia tiene la costumbre para integrar un contrato civil cuando el texto contractual es incompleto y las partes pertenecen a un sector con prácticas uniformes?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
74,¿Qué relevancia tiene la costumbre para integrar un contrato civil cuando el texto contractual es incompleto y las partes pertenecen a un sector con prácticas uniformes?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
75,¿Cómo debe resolverse un conflicto entre la literalidad de una cláusula de garantía y las manifestaciones previas del vendedor sobre la aptitud específica del bien?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,3,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
75,¿Cómo debe resolverse un conflicto entre la literalidad de una cláusula de garantía y las manifestaciones previas del vendedor sobre la aptitud específica del bien?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,3,1,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
76,"Si un contrato contiene una condición resolutoria expresa, ¿basta la ocurrencia objetiva del supuesto pactado o se requiere declaración adicional para extinguir el vínculo?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
77,¿Qué consecuencias tiene que una parte invoque la nulidad relativa de un contrato después de haber ejecutado voluntariamente prestaciones compatibles con su validez?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
78,¿Cómo se analiza la ratificación tácita de un negocio anulable y qué conductas permiten inferirla con suficiente certeza?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
79,"En un contrato de transacción, ¿hasta dónde llega el efecto de cosa juzgada contractual respecto de controversias no mencionadas expresamente pero conectadas con el mismo conflicto?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
80,¿Qué límites jurídicos enfrenta una cláusula que prohíbe de forma absoluta cualquier compensación entre créditos recíprocos?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,2,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
81,"Si el acreedor concede prórrogas sucesivas sin reserva expresa de derechos, ¿puede luego alegar mora desde el primer vencimiento?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
82,"¿Cómo debe calificarse la conducta del deudor que ofrece cumplimiento parcial útil, pero no íntegro, frente a la facultad del acreedor de rechazarlo?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
82,"¿Cómo debe calificarse la conducta del deudor que ofrece cumplimiento parcial útil, pero no íntegro, frente a la facultad del acreedor de rechazarlo?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
83,"En un contrato con obligación alternativa, ¿qué efectos produce la pérdida de una de las prestaciones por culpa del deudor antes de la elección?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
84,¿Cómo debe examinarse una novación alegada por una de las partes cuando el nuevo acuerdo no manifiesta claramente voluntad de extinguir la obligación anterior?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
84,¿Cómo debe examinarse una novación alegada por una de las partes cuando el nuevo acuerdo no manifiesta claramente voluntad de extinguir la obligación anterior?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,3,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
85,"Si una parte paga una deuda contractual con un bien distinto al pactado y la otra lo recibe sin objeciones inmediatas, ¿puede configurarse dación en pago tácita?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
86,¿Qué análisis corresponde cuando un tercero paga la deuda contractual sin conocimiento del deudor y luego pretende subrogarse en los derechos del acreedor?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
86,¿Qué análisis corresponde cuando un tercero paga la deuda contractual sin conocimiento del deudor y luego pretende subrogarse en los derechos del acreedor?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,4,5,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
87,"¿Cómo se distingue jurídicamente entre cesión de crédito, subrogación y delegación de pago cuando las partes usan terminología incorrecta en el documento?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,5,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
87,"¿Cómo se distingue jurídicamente entre cesión de crédito, subrogación y delegación de pago cuando las partes usan terminología incorrecta en el documento?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
88,"En un contrato de seguro de hecho civil atípico entre particulares, ¿qué elementos mínimos permitirían reconocer un esquema obligacional análogo o, por el contrario, negar su configuración?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
88,"En un contrato de seguro de hecho civil atípico entre particulares, ¿qué elementos mínimos permitirían reconocer un esquema obligacional análogo o, por el contrario, negar su configuración?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
89,¿Cómo debe tratarse la contradicción entre el cuerpo del contrato y un acta posterior de ejecución firmada por las mismas partes?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
89,¿Cómo debe tratarse la contradicción entre el cuerpo del contrato y un acta posterior de ejecución firmada por las mismas partes?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,3,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
90,"Si una parte alega que firmó bajo estado de necesidad económica extrema, ¿qué examen debe hacerse para diferenciar simple presión económica de vicio del consentimiento?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
91,¿Qué alcance tiene el deber de información en contratos civiles entre particulares cuando una parte conoce defectos ocultos relevantes del objeto negociado?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
91,¿Qué alcance tiene el deber de información en contratos civiles entre particulares cuando una parte conoce defectos ocultos relevantes del objeto negociado?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
92,¿Cómo se articula la garantía por vicios ocultos con cláusulas contractuales de aceptación del bien “en el estado en que se encuentra”?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
93,"En la venta de un inmueble con cabida inferior a la anunciada, ¿qué factores determinan si procede rebaja del precio, resolución u otra consecuencia?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
94,¿Qué criterios permiten atribuir carácter esencial a una obligación accesoria a efectos de resolver el contrato por su incumplimiento?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
94,¿Qué criterios permiten atribuir carácter esencial a una obligación accesoria a efectos de resolver el contrato por su incumplimiento?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,3,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
95,¿Cómo debe analizarse la responsabilidad de varios codeudores cuando el contrato guarda silencio sobre distribución interna de cargas y uno de ellos paga la totalidad?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
96,"Si una cláusula fija un plazo “fatal” para cumplir, pero la conducta del acreedor muestra tolerancia posterior, ¿se entiende renunciado el rigor del término?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
97,"¿Cómo se determina si un contrato innominado debe regirse principalmente por la voluntad de las partes, por analogía legal o por principios generales?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
97,"¿Cómo se determina si un contrato innominado debe regirse principalmente por la voluntad de las partes, por analogía legal o por principios generales?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
98,"En un contrato con prestaciones periódicas, ¿el incumplimiento de una cuota habilita automáticamente la terminación total del contrato o depende de la gravedad del incumplimiento?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
98,"En un contrato con prestaciones periódicas, ¿el incumplimiento de una cuota habilita automáticamente la terminación total del contrato o depende de la gravedad del incumplimiento?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,5,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
99,"¿Qué efectos produce la pérdida del documento original del contrato cuando existen copias, correos y actos de ejecución concordantes sobre su existencia?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
100,"¿Cómo debe valorarse una cláusula que obliga a una parte a renunciar anticipadamente a excepciones, defensas o medios probatorios futuros?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
101,"En un acuerdo de confidencialidad previo al contrato principal, ¿qué ocurre si el contrato definitivo nada dice sobre esa obligación y luego surge disputa por divulgación de información?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
102,¿Cómo se resuelve la concurrencia entre responsabilidad contractual y extracontractual cuando el mismo hecho lesivo deriva de la ejecución defectuosa del contrato?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,3,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
103,"Si una parte incumple un deber secundario de colaboración y ello impide el cumplimiento de la otra, ¿cómo se distribuyen jurídicamente las consecuencias del incumplimiento?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
104,¿Qué análisis exige la validez de una cláusula de indemnización predeterminada cuando su cuantía parece desligada del daño razonablemente previsible?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
105,"¿Cómo deben interpretarse las expresiones “a la mayor brevedad”, “oportunamente” o “tan pronto como sea posible” en obligaciones contractuales cuyo tiempo de cumplimiento es controvertido?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
106,"En un contrato de permuta, ¿qué diferencias analíticas surgen frente a la compraventa para evaluar saneamiento, riesgo y prestaciones equivalentes?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
107,¿Qué efectos tiene la imposibilidad parcial sobreviniente en contratos sinalagmáticos cuando la prestación restante conserva utilidad para el acreedor?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,2,4,1,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
108,"¿Cómo debe calificarse el incumplimiento cuando el deudor ejecuta exactamente lo pactado, pero de manera contraria a la finalidad práctica conocida por ambas partes?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
108,"¿Cómo debe calificarse el incumplimiento cuando el deudor ejecuta exactamente lo pactado, pero de manera contraria a la finalidad práctica conocida por ambas partes?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
109,"Si un contrato fue firmado en blanco y luego completado por una de las partes, ¿qué hechos y reglas son decisivos para determinar abuso del llenado o conformidad tácita?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,3,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
110,¿Cómo se analiza la prueba del consentimiento en contratos celebrados mediante mensajes instantáneos cuando no existe firma manuscrita ni firma digital certificada?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
110,¿Cómo se analiza la prueba del consentimiento en contratos celebrados mediante mensajes instantáneos cuando no existe firma manuscrita ni firma digital certificada?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
111,¿Qué criterios permiten imputar a una parte el conocimiento de anexos o reglamentos externos mencionados por referencia en el contrato principal?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
111,¿Qué criterios permiten imputar a una parte el conocimiento de anexos o reglamentos externos mencionados por referencia en el contrato principal?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
112,"En un contrato de opción, ¿qué requisitos permiten diferenciar una verdadera opción irrevocable de una simple invitación a contratar futura?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,4,2,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
113,¿Cómo se determina si la entrega anticipada de un bien antes del perfeccionamiento formal del contrato configura mera tenencia provisional o ejecución anticipada del negocio?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
115,¿Qué tratamiento jurídico merece una cláusula que impone al deudor la carga de probar su ausencia de culpa en cualquier supuesto de incumplimiento?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
116,¿Cómo debe analizarse la compatibilidad entre cláusula penal y reclamación adicional de perjuicios cuando el contrato no regula expresamente su relación?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
116,¿Cómo debe analizarse la compatibilidad entre cláusula penal y reclamación adicional de perjuicios cuando el contrato no regula expresamente su relación?,RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,5,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
117,"En un contrato civil de colaboración, ¿qué criterios permiten distinguir subordinación, coordinación y autonomía para determinar la naturaleza de las obligaciones asumidas?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
117,"En un contrato civil de colaboración, ¿qué criterios permiten distinguir subordinación, coordinación y autonomía para determinar la naturaleza de las obligaciones asumidas?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,3,4,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
118,¿Qué problemas jurídicos plantea la interpretación de un contrato redactado con términos contradictorios en distintas versiones idiomáticas igualmente firmadas por las partes?,Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,3,3,3,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
120,"En una controversia contractual compleja, ¿qué metodología debería seguir un modelo para justificar cada afirmación con fuente normativa o documental verificable y evitar alucinaciones de autoridad, contaminación jurisdiccional o falsedad lógica?",Agente_CoT_CoV,Respuesta_Agente_CoT_CoV,Jurista_2_IA,4,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
120,"En una controversia contractual compleja, ¿qué metodología debería seguir un modelo para justificar cada afirmación con fuente normativa o documental verificable y evitar alucinaciones de autoridad, contaminación jurisdiccional o falsedad lógica?",RAG_Base,Respuesta_RAG_Base,Jurista_2_IA,2,4,4,Calificación jurídica independiente sobre respuesta sustantiva disponible; escala ordinal 1-5.
