ID_Pregunta,Sistema,Consistencia_Silogistica,Fidelidad_Juridica,Complejidad,Experto
116,RAG_Base,3,5,3,Aristizabal
116,RAG_Base,3,5,3,Franco
116,RAG_Base,3,5,3,Gonzalez
117,Agente_CoT_CoV,4,4,3,Aristizabal
117,Agente_CoT_CoV,4,4,3,Franco
117,Agente_CoT_CoV,4,4,4,Gonzalez
117,RAG_Base,3,4,3,Aristizabal
117,RAG_Base,3,4,3,Franco
117,RAG_Base,3,4,3,Gonzalez
118,Agente_CoT_CoV,3,3,3,Aristizabal
118,Agente_CoT_CoV,3,3,3,Franco
118,Agente_CoT_CoV,3,4,3,Gonzalez
118,RAG_Base,1,1,1,Gonzalez
119,Agente_CoT_CoV,4,4,3,Gonzalez
119,RAG_Base,1,1,1,Gonzalez
120,Agente_CoT_CoV,4,4,4,Aristizabal
120,Agente_CoT_CoV,4,4,4,Franco
120,Agente_CoT_CoV,5,5,5,Gonzalez
120,RAG_Base,2,4,4,Aristizabal
120,RAG_Base,2,4,4,Franco
120,RAG_Base,2,4,4,Gonzalez
