ID_Pregunta,Pregunta,Respuesta_RAG_Base,Respuesta_Agente_CoT_CoV,Num_Revisiones_Agente,Error
48,"En un contrato con cláusula compromisoria redactada de manera imprecisa, ¿qué criterios permiten establecer si las partes realmente excluyeron la jurisdicción ordinaria?",No encontrado en el corpus. El contexto recuperado no contiene información suficiente para responder.,"SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:** Para determinar el sentido y alcance de las estipulaciones contractuales, el juzgador debe aplicar las reglas hermenéuticas del Código Civil (artículos 1618 a 1624), orientadas a desentrañar el real significado de las declaraciones formuladas y armonizarlas (SC2879_2022, pág. 74). Es imperativo que el juez investigue si la cláusula litigiosa fue ""verdaderamente aceptada por las partes"" o si su inserción constituye una ""trampa"", diferenciando entre contratos que son fruto de la acción concertada y aquellos donde existe una relación de asimetría o desequilibrio (SC13925_2016, pág. 156; SC2879_2022, pág. 67). Las estipulaciones que afectan a la parte que no las redactó deben contener información precisa sobre su verdadero alcance, siendo la ineficacia la sanción por su incumplimiento (SC4126_2021, pág. 35).

2.  **PREMISA MENOR:** En el caso de una cláusula compromisoria redactada de manera imprecisa, para establecer si las partes realmente excluyeron la jurisdicción ordinaria, el juez debe aplicar los criterios de interpretación contractual del Código Civil. Esto implica no solo analizar el texto de la cláusula, sino también indagar sobre la genuina voluntad de las partes y si hubo una aceptación real y consciente de la exclusión de la jurisdicción ordinaria. Se debe considerar si el contrato fue producto de una negociación específica entre partes profesionales sin asimetría, o si, por el contrario, se trata de un contrato de adhesión donde la cláusula pudo haber sido impuesta sin una comprensión o aceptación efectiva. La imprecisión de la cláusula, especialmente si afecta a la parte que no la redactó, es un factor relevante que puede llevar a cuestionar su eficacia, ya que las estipulaciones que limitan derechos o alteran la jurisdicción deben ser claras y precisas.

3.  **CONCLUSIÓN:** Para establecer si una cláusula compromisoria imprecisa excluye la jurisdicción ordinaria, el juez debe aplicar las reglas de hermenéutica contractual del Código Civil (artículos 1618 a 1624) para desentrañar el verdadero sentido de la estipulación. Es fundamental investigar si la cláusula fue ""verdaderamente aceptada"" por las partes, considerando si el contrato fue negociado específicamente entre partes en igualdad de condiciones o si existió una relación de asimetría. La falta de claridad y precisión en la redacción de la cláusula, especialmente si afecta a la parte que no la redactó, es un factor determinante que puede llevar a cuestionar su validez y eficacia para excluir la jurisdicción ordinaria.",1,
49,"¿Cómo debe tratarse un error en la identificación del inmueble vendido cuando la nomenclatura es incorrecta, pero otros elementos del contrato permiten inferir el bien querido?","Cuando la nomenclatura de un inmueble es incorrecta, pero otros elementos del contrato permiten inferir el bien querido, compete al juez ""superar los equívocos en la formulación… y buscar lo realmente querido por las partes"", escrutando ""desde lo fáctico, al margen de nomenclaturas o de fallas estrictamente nominativas"". Rehusar una excepción por falta de coherencia entre el título asignado y su contenido equivale a ""subordinar el derecho material a una mera formalidad"".

En este sentido, la ponderación de un documento que presenta una ""deficitaria identificación del bien raíz"" puede implicar considerar que las partes ""identificaron el predio de manera general y suficiente para establecer que el mismo era el (…) del contrato"". Un tribunal puede acertar al ""extractar que se trataba del mismo fundo"" incluso si se invocó un folio de matrícula inmobiliaria distinto, especialmente si la heredad presenta duplicidad.

Citas:
*   [SENTENCIA | Sentencias | sc2850_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_10_2022_po_784543_número_de_pr | página 110]
*   [SENTENCIA | Sentencias | sc5185_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_11_2021_po_751932_número_de_pr | página 12]
*   [SENTENCIA | Sentencias | sc3928_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_19_10_2020_po_711291_número_de_pr | página 28]","SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    La jurisprudencia civil colombiana establece que compete al juez superar los equívocos en la formulación de los documentos y buscar lo realmente querido por las partes, escrutando desde lo fáctico y al margen de nomenclaturas o de fallas estrictamente nominativas. La tarea del juez no es atarse a formulismos, sino auscultar cuanto realmente se halla ventilado y probado, pues subordinar el derecho material a una mera formalidad es incorrecto (SC2850_2022, página 110). En este sentido, una identificación deficitaria o general del bien raíz puede ser suficiente si permite establecer que el mismo era el objeto del contrato, y errores en folios de matrícula o lapsus en la descripción no impiden la identificación si el juez puede determinar que se trata del mismo fundo (SC5185_2021, página 12; SC3928_2020, página 28). El Artículo 2480 del Código Civil, si bien anula la transacción por error acerca de la identidad del objeto, se refiere a un error que impide la determinación del objeto, no a una falla formal que puede ser superada por la interpretación judicial.

2.  **PREMISA MENOR:**
    En el caso planteado, existe un error en la nomenclatura del inmueble vendido, pero se especifica que ""otros elementos del contrato permiten inferir el bien querido"". Esta situación se alinea con el principio jurisprudencial que exige al juez ir más allá de los formalismos y las fallas nominativas. Si, a pesar de la nomenclatura incorrecta, el conjunto del contrato y los elementos fácticos permiten determinar de manera general y suficiente cuál era el inmueble objeto de la venta, el error no es de tal magnitud que impida la identificación del objeto. El juez debe interpretar el contrato de forma integral para desentrañar la voluntad real de las partes, sin que el error formal en la nomenclatura sea un obstáculo insuperable.

3.  **CONCLUSIÓN:**
    Un error en la identificación del inmueble vendido debido a una nomenclatura incorrecta, pero donde otros elementos del contrato permiten inferir el bien querido, debe tratarse mediante una interpretación judicial que busque la voluntad real de las partes. El juez debe superar el formalismo de la nomenclatura errónea y, basándose en los demás elementos probatorios y fácticos, determinar cuál era el inmueble objeto del contrato, sin que dicho error formal sea causa de anulación si la identidad del bien puede ser establecida.",1,
50,"Si el contrato atribuye a una parte la facultad de interpretar unilateralmente sus propias cláusulas en caso de duda, ¿esa estipulación produce efectos jurídicos plenos?","No, una estipulación que atribuye a una parte la facultad de interpretar unilateralmente sus propias cláusulas en caso de duda no produciría efectos jurídicos plenos.

El ejercicio de la autonomía privada no es libérrimo, absoluto ni ilimitado, encontrando cortapisa en el orden público, las normas imperativas o del ius cogens, la moralidad y/o las buenas costumbres [SENTENCIA | Sentencias | sc1225_2022... | página 57].

Además, el artículo 1622 demanda una visión periférica o sistemática del clausulado, en claro entendimiento de que cada una de las estipulaciones están interrelacionadas e integran un todo que reclama un sentido unívoco. La interpretación que las mismas partes hayan hecho en otro contrato sobre la misma materia, o por la aplicación práctica que hayan efectuado de ellas ambas partes, o una de las partes con aprobación de la otra parte, puede servir de apoyo [SENTENCIA | Sentencias | sc2879_2022... | página 77]. Esto implica que la interpretación práctica requiere el acuerdo o aprobación de ambas partes, no una decisión unilateral.

El contenido del contrato solo puede ser creado, modificado o extinguido por la voluntad de las partes o por la propia ley de modo expreso, sin que sea procedente realizar interpretaciones extensivas [SENTENCIA | Sentencias | sc11287_2016... | página 11].

Específicamente en el ámbito de los contratos de consumo, el Artículo 34 de la Ley 1480 establece que las condiciones generales de los contratos serán interpretadas de la manera más favorable al consumidor. En caso de duda, prevalecerán las cláusulas más favorables al consumidor sobre aquellas que no lo sean [NORMA | Ley_1480 | Ley 1480 | Artículo 34 | ley_1480_rag]. Una cláusula de interpretación unilateral por una parte iría en contra de este principio legal.","**PREMISA MAYOR:**
El contenido de un contrato solo puede ser creado, modificado o extinguido por la voluntad de las partes o por ley expresa, sin que sea procedente realizar interpretaciones extensivas unilaterales (SC11287_2016). La autonomía privada, aunque fundamental, no es libérrima, absoluta ni ilimitada, encontrando cortapisas en el orden público, las normas imperativas o del *ius cogens*, la moralidad y/o las buenas costumbres (SC1225_2022). La interpretación contractual debe ser sistemática, armonizando las estipulaciones con el espíritu general que le infunde su razón de ser a todo el contexto contractual, pues las cláusulas están interrelacionadas e integran un todo que reclama un sentido unívoco (SC487_2022, SC3689_2021, SC2879_2022). La interpretación que las mismas partes hayan hecho en otro contrato sobre la misma materia, o la aplicación práctica que hayan efectuado de ellas, requiere que sea por ambas partes o por una con aprobación de la otra (SC2879_2022). Específicamente, en los contratos de consumo, las condiciones generales deben interpretarse de la manera más favorable al consumidor en caso de duda, prevaleciendo las cláusulas más favorables al consumidor sobre aquellas que no lo sean (Ley 1480, Artículo 34).

**PREMISA MENOR:**
Una estipulación que atribuye a una de las partes la facultad de interpretar unilateralmente sus propias cláusulas en caso de duda contraviene los principios fundamentales de la formación e interpretación contractual. Primero, el contenido del contrato se forma por la voluntad de *ambas* partes, y una interpretación unilateral excede este marco, invadiendo la esfera de la voluntad conjunta o la ley. Segundo, la interpretación debe ser sistemática y buscar un sentido unívoco del contrato como un todo, no una imposición unilateral de una de las partes. Tercero, tal cláusula podría exceder los límites de la autonomía privada al intentar imponer una prerrogativa que podría ser contraria al orden público o a normas imperativas, o constituir una ""trampa"" para la otra parte. En el ámbito de los contratos de consumo, esta cláusula chocaría directamente con el Artículo 34 de la Ley 1480, que establece una regla de interpretación favorable al consumidor, una norma de carácter imperativo que no puede ser derogada por la voluntad de las partes en perjuicio del consumidor.

**CONCLUSIÓN:**
No, una estipulación que atribuye a una parte la facultad de interpretar unilateralmente sus propias cláusulas en caso de duda no produce efectos jurídicos plenos. Dicha cláusula es contraria a los principios de la autonomía de la voluntad limitada, la interpretación sistemática y la formación bilateral del contrato, y sería ineficaz en contratos de consumo al contravenir la norma imperativa de interpretación favorable al consumidor establecida en la Ley 1480.",1,
51,¿Qué análisis procede cuando las partes suscriben un contrato simulado para ocultar una relación jurídica distinta y luego una de ellas pretende hacer valer el negocio aparente?,"Cuando las partes suscriben un contrato simulado para ocultar una relación jurídica distinta y luego una de ellas pretende hacer valer el negocio aparente, el análisis que procede es el siguiente:

Para los contratantes, quienes son sabedores de la farsa, la declaración fingida no está orientada a producir efectos reales. Existe una obligación de aclarar cuál es la verdad y deshacer la apariencia, de la que son deudores y acreedores recíprocos todos los partícipes de una convención simulada. La acción de simulación, también llamada acción de prevalencia, tiene por propósito develar la verdadera intención de las partes de un contrato, oculta de manera concertada tras un negocio jurídico aparente.

Citas:
*   [SENTENCIA | Sentencias | sc963_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_01_07_2022_pon_773439_número_de_pr | página 23]
*   [SENTENCIA | Sentencias | sc1971_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_12_12_2022_po_790734_número_de_pr | página 28]
*   [SENTENCIA | Sentencias | sc1971_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_12_12_2022_po_790734_número_de_pr | página 6]","SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    Según la jurisprudencia, la simulación se configura cuando las partes contratantes, imbuidas en un mismo propósito, realizan una declaración de voluntad fingida con el objetivo de mostrarla a terceros como su verdadera intención, mientras que su voluntad objetiva consiste en ocultar o disfrazar una situación jurídica existente o el contenido y alcance efectivo de un contrato determinado. Para los contratantes, sabedores de la ""farsa"", esa declaración no está orientada a producir efectos reales. Es un presupuesto de la figura que un contrato no puede ser ""simultáneamente simulado para una de las partes y verdadero para la otra""; si la intención oculta de un partícipe no trasciende su fuero interno y no es conocida por el otro, se trata de una reserva mental insuficiente para afectar la validez de la convención o sus efectos para el contratante de buena fe. La acción de simulación, o de prevalencia, tiene como propósito develar la verdadera intención de las partes oculta tras un negocio jurídico aparente, existiendo un derecho y un deber jurídico recíproco entre los partícipes de una convención simulada para aclarar la verdad y deshacer la apariencia.

2.  **PREMISA MENOR:**
    En el caso planteado, las partes suscribieron un contrato simulado con el fin de ocultar una relación jurídica distinta. Esto implica que, por mutuo acuerdo y con un propósito compartido, la declaración de voluntad exteriorizada no estaba destinada a producir efectos reales entre ellas, sino a crear una apariencia para terceros. Si una de las partes pretende hacer valer el negocio aparente, estaría actuando en contravía de la verdadera voluntad concertada y del entendimiento compartido de que dicho negocio era una ""farsa"" sin efectos reales entre los contratantes.

3.  **CONCLUSIÓN:**
    Cuando las partes han suscrito un contrato simulado para ocultar una relación jurídica distinta, y una de ellas pretende hacer valer el negocio aparente, el análisis jurídico procede a determinar la prevalencia de la verdadera voluntad de las partes sobre la declaración fingida. Si se prueba la simulación, el negocio aparente no puede ser exigible entre los contratantes, ya que su declaración no estaba orientada a producir efectos reales para ellos. En este escenario, la acción de simulación buscaría dejar al descubierto la verdad oculta y deshacer los efectos del fingimiento, haciendo prevalecer la intención real sobre la apariencia creada.",1,
52,"En un contrato de comodato, ¿cómo incide el uso distinto de la cosa prestada sobre la responsabilidad del comodatario por deterioro o pérdida?",No encontrado en el corpus. El contexto recuperado no contiene información suficiente para responder.,"SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    El Artículo 2200 del Código Civil Colombiano define el comodato o préstamo de uso como un contrato en el que una de las partes entrega a la otra gratuitamente una especie mueble o raíz, para que haga uso de ella, y con cargo de restituir la misma especie después de terminar el uso. La jurisprudencia complementa que los comodatarios son tenedores legítimos de la cosa con facultad de uso (Sentencia SC4966_2019, página 45).

2.  **PREMISA MENOR:**
    El contexto recuperado define el contrato de comodato y las facultades de uso del comodatario. Sin embargo, no contiene ninguna disposición normativa o jurisprudencial que establezca específicamente cómo incide un ""uso distinto de la cosa prestada"" sobre la responsabilidad del comodatario por su deterioro o pérdida. Las normas y sentencias proporcionadas abordan la definición del contrato, la indemnización por mala calidad de la cosa prestada por parte del comodante, el comodato de cosa ajena, la transmisibilidad de derechos y obligaciones, y aspectos relacionados con la tenencia y la prescripción, pero no regulan la responsabilidad del comodatario por un uso diferente al convenido o al natural de la cosa.

3.  **CONCLUSIÓN:**
    Basándose *únicamente* en el contexto recuperado, no es posible determinar cómo incide el uso distinto de la cosa prestada sobre la responsabilidad del comodatario por deterioro o pérdida, ya que la información proporcionada no aborda directamente este supuesto.",1,
53,"¿Cómo se determina si una obligación es divisible o indivisible cuando la prestación principal admite fraccionamiento material, pero el interés del acreedor parece unitario?",No encontrado en el corpus. El contexto recuperado no contiene información suficiente para responder.,"SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    Según el Artículo 1581 del Código Civil colombiano, la obligación es divisible o indivisible según tenga o no tenga por objeto una cosa susceptible de división, sea física, intelectual o de cuota. No obstante, la jurisprudencia complementa esta definición al establecer que la divisibilidad de la prestación no se limita exclusivamente a su fraccionamiento material. La Corte Suprema de Justicia ha definido que la solidaridad, por ejemplo, es una característica que impide el fraccionamiento de la prestación, *a pesar de ser viable* materialmente (art. 1568 Código Civil), en razón a que su principal propósito es conminar a cualquiera de los integrantes de la parte plural a cumplir la *totalidad* de la prestación (SC2850_2022). Asimismo, para distinguir el tipo de obligación y su cumplimiento, se considera la incidencia que en el concepto de cumplimiento pueda tener el que con la conducta debida se realice el *interés primario del acreedor*, es decir, que este efectivamente obtenga el *resultado útil o la finalidad práctica que espera lograr* (SC4786_2020).

2.  **PREMISA MENOR:**
    En el escenario donde la prestación principal admite fraccionamiento material, pero el interés del acreedor parece unitario, la determinación de la divisibilidad o indivisibilidad de la obligación no se basa únicamente en la capacidad física de división del objeto. Si el interés primario del acreedor es unitario y la finalidad práctica que busca solo puede ser satisfecha con la ejecución completa e íntegra de la prestación, la obligación se considerará indivisible desde la perspectiva del cumplimiento y del interés del acreedor. Esto se alinea con la jurisprudencia que prioriza el propósito de la obligación de asegurar la totalidad de la prestación, incluso si el objeto es materialmente divisible, como ocurre en el caso de la solidaridad, donde se busca el cumplimiento total por cualquiera de los deudores, impidiendo el fraccionamiento.

3.  **CONCLUSIÓN:**
    Por lo tanto, una obligación se determina como indivisible, a pesar de que la prestación principal admita fraccionamiento material, cuando el interés del acreedor es unitario y la finalidad práctica que busca solo puede ser satisfecha con la ejecución completa e íntegra de la prestación, o cuando una característica legal como la solidaridad impida su fraccionamiento para asegurar el cumplimiento total. La divisibilidad no es solo material, sino también funcional y teleológica respecto al interés del acreedor.",1,
54,"Si un contrato prevé varias causales de terminación y una cláusula general de incumplimiento grave, ¿cómo se define si una conducta no listada permite resolver el vínculo?",No encontrado en el corpus. El contexto recuperado no contiene información suficiente para responder.,"SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    El artículo 1546 del Código Civil, al que la jurisprudencia se refiere, habilita al contratante cumplido a demandar la cesación de los efectos generados por el vínculo contractual o a optar por su cumplimiento, en ambos casos con indemnización de perjuicios, ante el incumplimiento de los compromisos asumidos por la otra parte (SC5569-2019, p. 49; SC3666-2021, p. 30; SC5430-2021, p. 58). La Corte ha establecido que ""encontrar, eventualmente, una forma de terminación del vínculo negocial ajena a una u otra de las hipótesis esbozadas, esto es, al margen de lo convenido por los contratantes o de lo regulado en la ley, evidenciaría, de manera palpable, un incumplimiento de la relación referida"" (SC3675-2021, p. 22). Además, se considera ""incumplimiento relevante"" cuando se termina un contrato sin preaviso o incumpliendo requisitos legales (SC3675-2021, p. 22). Para determinar la existencia de un incumplimiento, pueden valorarse circunstancias como la evidencia de mala fe o fraude en el comportamiento contractual del incumplido (SC5569-2019, p. 49).

2.  **PREMISA MENOR:**
    En el caso de un contrato que contiene tanto causales de terminación específicas como una cláusula general de ""incumplimiento grave"", una conducta que no esté explícitamente listada entre las causales específicas puede, no obstante, permitir la resolución del vínculo. Esto ocurre si dicha conducta se enmarca dentro de la definición de ""incumplimiento grave"" de la cláusula general, al representar una desviación de lo convenido por las partes o de lo regulado en la ley. La jurisprudencia indica que tal desviación constituye un incumplimiento de la relación contractual, y su relevancia o gravedad puede ser evaluada considerando factores como la mala fe o el fraude del contratante incumplido.

3.  **CONCLUSIÓN:**
    Por lo tanto, si una conducta no está específicamente listada como causal de terminación, pero se subsume en una cláusula general de ""incumplimiento grave"", sí puede permitir resolver el vínculo contractual. Para ello, la conducta debe ser considerada un incumplimiento relevante por apartarse de lo pactado o de la ley, y su gravedad puede ser determinada por el juez, quien podrá considerar, entre otras circunstancias, la existencia de mala fe o fraude.",1,
55,¿Qué efectos tiene sobre la exigibilidad de la obligación una cláusula que supedita el pago a la satisfacción subjetiva del acreedor respecto del resultado obtenido?,No encontrado en el corpus. El contexto recuperado no contiene información suficiente para responder.,"SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    Según el contexto recuperado, en las obligaciones de resultado, el deudor puede garantizar que el acreedor obtenga un ""resultado o logro concreto"" o ""efecto preciso"" que constituye su ""interés primario"", ya que el componente aleatorio es exiguo. En estos casos, el deudor debe alcanzar la ""consecuencia concreta"" que se espera de su actuar. Para acreditar el incumplimiento, basta al demandante alegar que ""no se alcanzó el efecto concreto pretendido con la prestación incumplida"", y el ""simple hecho de la no satisfacción del acreedor"" (entendida como la no consecución de dicho efecto concreto) permite presumir la inejecución. El derecho a exigir el cumplimiento de la prestación surge de la ""exigibilidad de la obligación pactada en el contrato"" y de su ""certeza jurídica"".

2.  **PREMISA MENOR:**
    Una cláusula que supedita el pago a la satisfacción *subjetiva* del acreedor respecto del resultado obtenido introduce un criterio de cumplimiento que difiere del ""resultado o logro concreto"" o ""efecto preciso"" que el deudor puede garantizar en una obligación de resultado. La ""satisfacción del acreedor"" a la que se refiere el contexto está intrínsecamente ligada a la consecución de un ""efecto concreto pretendido"", no a una apreciación puramente personal o arbitraria. Al introducir una condición subjetiva, se desvirtúa la objetividad del resultado garantizado y la ""certeza jurídica"" de la obligación pactada, haciendo que la exigibilidad del pago dependa de un factor no objetivable y potencialmente ajeno al control del deudor sobre el ""logro de un efecto preciso"".

3.  **CONCLUSIÓN:**
    Por lo tanto, una cláusula que supedita el pago a la satisfacción subjetiva del acreedor respecto del resultado obtenido, si no se vincula a la consecución de un ""resultado o logro concreto"" objetivamente verificable, podría afectar la exigibilidad de la obligación al introducir un elemento de arbitrio que contradice la naturaleza de las obligaciones de resultado, donde el deudor garantiza un ""efecto preciso"" y la exigibilidad se basa en la obligación pactada y su certeza jurídica.",1,
56,"¿Cómo debe analizarse la validez de una obligación contractual cuyo objeto fue descrito de forma genérica, sin parámetros suficientes para individualizar la prestación?","Para analizar una obligación contractual cuyo objeto fue descrito de forma genérica, sin parámetros suficientes para individualizar la prestación, el contexto recuperado indica que:

1.  Existe la necesidad de que se individualice el riesgo asegurado. El asegurador solo está obligado a resarcir un daño o cumplir la prestación convenida si ocurre el evento previsto, en el marco de un riesgo debidamente determinado.
2.  La enumeración de los riesgos y la extensión de la cobertura debe apreciarse literal, restrictiva o limitativamente, por lo que no es admisible la interpretación analógica ni extensiva de la póliza para determinar el riesgo asegurado.
3.  Las exclusiones deben ser definidas de forma taxativa y expresa al momento de contratar.

[SENTENCIA | Sentencias | sc3893_2020_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_19_10_2020_po_711485_número_de_pr | página 20]
[SENTENCIA | Sentencias | sc487_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_04_04_2022_pon_764531_número_de_pr | página 41]","SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR**: En el Derecho Contractual Civil Colombiano, para la validez y determinación del alcance de las obligaciones, es fundamental que el objeto del contrato, los riesgos asegurados o las exclusiones sean individualizados, definidos de forma literal, restrictiva, limitativa, taxativa y expresa al momento de contratar. No es admisible la interpretación analógica ni extensiva para determinar el riesgo asegurado o el contenido y alcance de la prestación, ya que esto podría generar un grave desequilibrio en el conjunto de las obligaciones de las partes (SC3893_2020, página 20; SC487_2022, página 41; SC4786_2020, página 25).

2.  **PREMISA MENOR**: La pregunta plantea una obligación contractual cuyo objeto fue descrito de forma genérica, sin parámetros suficientes para individualizar la prestación. Esta descripción genérica impide la individualización, la definición taxativa y expresa, y la apreciación literal y restrictiva que la jurisprudencia exige para determinar el contenido y alcance de las obligaciones contractuales.

3.  **CONCLUSIÓN**: Con base en el contexto recuperado, una obligación contractual cuyo objeto fue descrito de forma genérica, sin parámetros suficientes para individualizar la prestación, no sería válida o, en su defecto, su alcance sería ineficaz o indeterminable, al contravenir la exigencia de individualización y definición expresa y restrictiva del objeto contractual.",1,
57,"En un contrato bilateral, ¿qué condiciones deben concurrir para invocar válidamente la excepción de contrato no cumplido?","En un contrato bilateral, para invocar válidamente la excepción de contrato no cumplido, las condiciones que deben concurrir, según el artículo 1609, son que ninguno de los contratantes está en mora, dejando de cumplir lo pactado, mientras el otro no lo cumpla por su parte, o no se allane a cumplirlo en la forma y tiempo debidos.

[SENTENCIA | Sentencias | sc3375_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_01_09_2021_po_742707_número_de_pr | página 40]","SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    En los contratos bilaterales, el artículo 1609 del Código Civil establece que ""ninguno de los contratantes está en mora, dejando de cumplir lo pactado, mientras el otro no lo cumpla por su parte, o no se allane a cumplirlo en la forma y tiempo debidos"" ([SENTENCIA | sc3375_2021 | página 40]). Esta disposición fundamenta la excepción de contrato no cumplido y es aplicable en el derecho contractual civil colombiano ([SENTENCIA | sc3159_2022 | página 10]).

2.  **PREMISA MENOR:**
    Para invocar válidamente la excepción de contrato no cumplido, la parte que la propone debe demostrar que la contraparte, quien exige el cumplimiento o la resolución del contrato, no ha cumplido sus propias obligaciones o no se ha allanado a cumplirlas en la forma y tiempo debidos. El contexto recuperado ([SENTENCIA | sc3375_2021 | página 40]) aclara que si el demandante ya cumplió sus obligaciones, la excepción no procede. Por lo tanto, la excepción opera cuando la parte que demanda no ha cumplido o no ha ofrecido cumplir sus prestaciones recíprocas.

3.  **CONCLUSIÓN:**
    En un contrato bilateral, para invocar válidamente la excepción de contrato no cumplido, es necesario que la parte que demanda el cumplimiento o la resolución del contrato no haya cumplido sus propias obligaciones *o* no se haya allanado a cumplirlas en la forma y tiempo debidos.",2,
58,¿Cómo se distingue entre imposibilidad sobreviniente y simple dificultad económica en el cumplimiento de una obligación contractual?,"La distinción entre imposibilidad sobrevenida y simple dificultad de cumplimiento radica en que la imposibilidad sobrevenida es una situación impeditiva del cumplimiento que incide directamente sobre el contenido de la prestación, intrínsecamente considerada, y que no resulta superable ni susceptible de ser vencida por las fuerzas humanas. La responsabilidad puede ser excluida solo por una imposibilidad sobrevenida ""no imputable"" al deudor.

Por otro lado, la simple dificultad de cumplimiento no es suficiente para excluir la responsabilidad, pues en este evento se impone al deudor que realice un ""esfuerzo"" para cumplir, inclusive superior al que se necesita. Un evento debe ser irresistible, en el sentido de que haya colocado al deudor en la imposibilidad absoluta (no simplemente en la dificultad ni en la imposibilidad relativa) de ejecutar la obligación.

Citas:
*   [SENTENCIA | Sentencias | sc2850_2022_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_25_10_2022_po_784543_número_de_pr | página 58]
*   [SENTENCIA | Sentencias | sc5185_2021_clase_de_actuación_recurso_de_casación_tipo_de_providencia_sentencia_fecha_26_11_2021_po_751932_número_de_pr | página 75]","SILOGISMO JURÍDICO:

1.  **PREMISA MAYOR:**
    Según la doctrina y la jurisprudencia de la Corte Suprema de Justicia, la responsabilidad contractual puede ser excluida únicamente por una imposibilidad sobrevenida que no sea imputable al deudor. Esta imposibilidad se define como una situación impeditiva del cumplimiento que incide directamente sobre el contenido de la prestación, intrínsecamente considerada, y que no resulta superable ni susceptible de ser vencida por las fuerzas humanas [SC2850_2022, p. 58]. Para que un hecho constituya una excusa para el incumplimiento, debe reunir los siguientes caracteres: a) no ser imputable al deudor; b) no haber concurrido con culpa de este; c) ser irresistible, en el sentido de que haya colocado al deudor en la imposibilidad absoluta (no simplemente en la dificultad ni en la imposibilidad relativa) de ejecutar la obligación; y d) haber sido imprevisible, es decir, que no haya sido suficientemente probable para que el deudor debiera razonablemente precaverse contra él [SC5185_2021, p. 75]. La simple dificultad de cumplimiento no es suficiente para eximir de responsabilidad, pues en este evento se impone al deudor la obligación de realizar un ""esfuerzo"" para cumplir, inclusive superior al que se necesita ordinariamente [SC2850_2022, p. 58].

2.  **PREMISA MENOR:**
    La pregunta busca distinguir entre imposibilidad sobreviniente y simple dificultad económica en el cumplimiento de una obligación contractual. Conforme a la premisa mayor, la imposibilidad sobreviniente es una barrera absoluta, irresistible, imprevisible y no imputable que hace objetivamente irrealizable la prestación, es decir, que no puede ser superada ni vencida por las fuerzas humanas. Por el contrario, la simple dificultad económica, aunque pueda representar un obstáculo para el deudor, no alcanza el umbral de la imposibilidad absoluta e irresistible. El contexto enfatiza que la ""simple dificultad de cumplimiento"" no exime de responsabilidad, sino que, por el contrario, exige al deudor realizar un ""esfuerzo"" para cumplir, incluso si este es superior al que normalmente se necesitaría. Una dificultad económica, por grave que sea, generalmente no se considera una situación ""no superable ni susceptible de ser vencida por las fuerzas humanas"" en el sentido de una imposibilidad absoluta, ya que, por su naturaleza, suele ser un obstáculo relativo que, con un esfuerzo adicional o una gestión diferente, podría ser superado, a diferencia de una imposibilidad que afecta intrínsecamente la prestación y la hace objetivamente irrealizable para cualquier deudor.

3.  **CONCLUSIÓN:**
    La distinción fundamental entre imposibilidad sobreviniente y simple dificultad económica en el cumplimiento de una obligación contractual radica en que la imposibilidad sobreviniente es una situación absoluta, irresistible, imprevisible y no imputable que hace objetivamente irrealizable la prestación, eximiendo de responsabilidad al deudor. En contraste, la simple dificultad económica, aunque pueda complicar el cumplimiento, no alcanza el carácter de imposibilidad absoluta, exigiendo al deudor un esfuerzo, incluso superior, para ejecutar la obligación, y no lo exime de su responsabilidad contractual.",1,
